reviewerID,asin,reviewText,summary,overall,verified,unixReviewTime,true_fake,true_category
REVIEWER_00041,ASIN_3546,The stitching fell apart within a week. Terrible quality control.,The stitching fell apart within a week. Terrible q,1.0,True,1618597689,0,quality
REVIEWER_00042,ASIN_9280,"Perfect product, exactly as described. Will definitely buy again. Good value.","Perfect product, exactly as described. Will defini",5.0,True,1625851608,0,positive
REVIEWER_00043,ASIN_1722,This product is absolutely amazing! Works perfectly and arrived on time.,This product is absolutely amazing! Works perfectl,4.0,True,1609578173,0,positive
REVIEWER_00044,ASIN_8007,Arrived damaged and customer service was useless. Never buying again. Recommend to friends.,Arrived damaged and customer service was useless. ,2.0,True,1628280111,0,negative
REVIEWER_00045,ASIN_3426,Great quality item. Very happy with my purchase. Highly recommended!,Great quality item. Very happy with my purchase. H,4.0,True,1623880449,0,positive
REVIEWER_00046,ASIN_1653,Outstanding quality. My family loves it. Five stars all the way!,Outstanding quality. My family loves it. Five star,5.0,True,1639622105,0,positive
REVIEWER_00047,ASIN_7658,Poor quality materials. Falls apart easily. Do not buy.,Poor quality materials. Falls apart easily. Do not,1.0,True,1630285144,0,negative
REVIEWER_00048,ASIN_3900,PERFECT PERFECT PERFECT!! Everyone should buy this immediately!!!,PERFECT PERFECT PERFECT!! Everyone should buy this,5.0,False,1639034620,1,fake
REVIEWER_00049,ASIN_5065,Arrived damaged and customer service was useless. Never buying again.,Arrived damaged and customer service was useless. ,2.0,True,1618411714,0,negative
REVIEWER_00050,ASIN_4644,Great quality item. Very happy with my purchase. Highly recommended!,Great quality item. Very happy with my purchase. H,5.0,True,1616155752,0,positive
REVIEWER_00051,ASIN_4728,Item arrived damaged due to bad packaging during shipping.,Item arrived damaged due to bad packaging during s,2.0,True,1616939273,0,delivery
REVIEWER_00052,ASIN_5573,"Perfect product, exactly as described. Will definitely buy again.","Perfect product, exactly as described. Will defini",5.0,True,1621241708,0,positive
REVIEWER_00053,ASIN_5279,"Does the job, but there are probably better options available.","Does the job, but there are probably better option",3.0,True,1615450941,0,neutral
REVIEWER_00054,ASIN_6139,Works as described. Nothing exceptional though. Recommend to friends.,Works as described. Nothing exceptional though. Re,3.0,True,1624102148,0,neutral
REVIEWER_00055,ASIN_1727,"Average product. Some things work well, others not so much.","Average product. Some things work well, others not",3.0,True,1633242087,0,neutral
REVIEWER_00056,ASIN_6409,Cheaply made. The description is completely misleading.,Cheaply made. The description is completely mislea,1.0,True,1630368825,0,negative
REVIEWER_00057,ASIN_6344,Very disappointed. Product looks nothing like the pictures.,Very disappointed. Product looks nothing like the ,2.0,True,1622961516,0,negative
REVIEWER_00058,ASIN_7211,Wonderful wonderful! Best purchase ever! Amazing quality amazing price! Good value.,Wonderful wonderful! Best purchase ever! Amazing q,5.0,False,1632186218,1,fake
REVIEWER_00059,ASIN_1006,PERFECT PERFECT PERFECT!! Everyone should buy this immediately!!!,PERFECT PERFECT PERFECT!! Everyone should buy this,5.0,False,1619655551,1,fake
REVIEWER_00060,ASIN_4501,Fantastic! Works like a charm. Great value for money.,Fantastic! Works like a charm. Great value for mon,5.0,True,1626611353,0,positive
REVIEWER_00061,ASIN_6491,Arrived damaged and customer service was useless. Never buying again. Good value.,Arrived damaged and customer service was useless. ,1.0,True,1612592754,0,negative
REVIEWER_00062,ASIN_1757,Shipping took forever. My order was stuck in transit for two weeks. Great gift idea.,Shipping took forever. My order was stuck in trans,2.0,True,1617674752,0,delivery
REVIEWER_00063,ASIN_4185,No response from seller after multiple complaints. Avoid.,No response from seller after multiple complaints.,1.0,True,1633562889,0,service
REVIEWER_00064,ASIN_1090,Absolutely the best thing I have ever bought. 10/10 would recommend!!!! Good value.,Absolutely the best thing I have ever bought. 10/1,5.0,False,1639411893,1,fake
REVIEWER_00065,ASIN_1822,Package arrived three weeks late. Completely unacceptable. Good value.,Package arrived three weeks late. Completely unacc,2.0,True,1628162634,0,delivery
REVIEWER_00066,ASIN_6198,Great quality item. Very happy with my purchase. Highly recommended! Recommend to friends.,Great quality item. Very happy with my purchase. H,5.0,True,1634801185,0,positive
REVIEWER_00067,ASIN_3607,Motor broke after three days. Extremely poor build quality.,Motor broke after three days. Extremely poor build,2.0,True,1634412135,0,quality
REVIEWER_00068,ASIN_5543,Material is not as advertised. Feels very flimsy and fragile.,Material is not as advertised. Feels very flimsy a,2.0,True,1635155643,0,quality
REVIEWER_00069,ASIN_4841,Item arrived damaged due to bad packaging during shipping. Bought for my wife.,Item arrived damaged due to bad packaging during s,1.0,True,1618576446,0,delivery
REVIEWER_00070,ASIN_3503,Cheaply made. The description is completely misleading. Great gift idea.,Cheaply made. The description is completely mislea,1.0,True,1633162693,0,negative
REVIEWER_00071,ASIN_2020,Fantastic! Works like a charm. Great value for money.,Fantastic! Works like a charm. Great value for mon,5.0,True,1616399410,0,positive
REVIEWER_00072,ASIN_7232,Item arrived damaged due to bad packaging during shipping.,Item arrived damaged due to bad packaging during s,1.0,True,1625463984,0,delivery
REVIEWER_00073,ASIN_7865,"Wonderful item, very well made. Arrived earlier than expected.","Wonderful item, very well made. Arrived earlier th",5.0,True,1627518885,0,positive
REVIEWER_00074,ASIN_5471,Wonderful wonderful! Best purchase ever! Amazing quality amazing price!,Wonderful wonderful! Best purchase ever! Amazing q,5.0,False,1624083428,1,fake
REVIEWER_00075,ASIN_3704,Awful product. Complete waste of money. Zero stars if I could.,Awful product. Complete waste of money. Zero stars,2.0,True,1637661890,0,negative
REVIEWER_00076,ASIN_1444,Arrived damaged and customer service was useless. Never buying again.,Arrived damaged and customer service was useless. ,1.0,True,1612276009,0,negative
REVIEWER_00077,ASIN_4467,Decent enough. Delivery was on time but the item is just average. Would buy again.,Decent enough. Delivery was on time but the item i,3.0,True,1624716377,0,neutral
REVIEWER_00078,ASIN_5133,Awful product. Complete waste of money. Zero stars if I could.,Awful product. Complete waste of money. Zero stars,2.0,True,1637474161,0,negative
REVIEWER_00079,ASIN_2124,This product is absolutely amazing! Works perfectly and arrived on time.,This product is absolutely amazing! Works perfectl,4.0,True,1635673031,0,positive
REVIEWER_00080,ASIN_1333,Customer service refused to process my refund. Horrible experience.,Customer service refused to process my refund. Hor,1.0,True,1630307765,0,service
REVIEWER_00081,ASIN_4571,Exceeded my expectations. Fast shipping and excellent packaging.,Exceeded my expectations. Fast shipping and excell,5.0,True,1625063151,0,positive
REVIEWER_00082,ASIN_2876,Great great great great great! Totally love it so much!!,Great great great great great! Totally love it so ,5.0,False,1635557564,1,fake
REVIEWER_00083,ASIN_7149,Delivery was delayed by ten days. Very poor logistics.,Delivery was delayed by ten days. Very poor logist,1.0,True,1622768714,0,delivery
REVIEWER_00084,ASIN_4978,Paint chipped off after one use. Very poor manufacturing.,Paint chipped off after one use. Very poor manufac,1.0,True,1612878440,0,quality
REVIEWER_00085,ASIN_1672,Great great great great great! Totally love it so much!!,Great great great great great! Totally love it so ,5.0,False,1621109425,1,fake
REVIEWER_00086,ASIN_7882,Mediocre quality but acceptable for the price point.,Mediocre quality but acceptable for the price poin,3.0,True,1637052046,0,neutral
REVIEWER_00087,ASIN_3506,Awful product. Complete waste of money. Zero stars if I could.,Awful product. Complete waste of money. Zero stars,2.0,True,1624071723,0,negative
REVIEWER_00088,ASIN_8921,Love this product! It has made my daily routine so much easier.,Love this product! It has made my daily routine so,5.0,True,1625057775,0,positive
REVIEWER_00089,ASIN_2419,Do not buy this. It broke immediately and smells strange.,Do not buy this. It broke immediately and smells s,2.0,True,1618818478,0,negative
REVIEWER_00090,ASIN_6511,Paint chipped off after one use. Very poor manufacturing.,Paint chipped off after one use. Very poor manufac,2.0,True,1610422212,0,quality
REVIEWER_00091,ASIN_5232,This is garbage. Stopped working after a week. Requesting refund.,This is garbage. Stopped working after a week. Req,1.0,True,1620879076,0,negative
REVIEWER_00092,ASIN_4130,Incredible product. Customer support was also very helpful.,Incredible product. Customer support was also very,5.0,True,1612331894,0,positive
REVIEWER_00093,ASIN_8800,Fantastic! Works like a charm. Great value for money.,Fantastic! Works like a charm. Great value for mon,5.0,True,1631132104,0,positive
REVIEWER_00094,ASIN_7625,Absolutely the best thing I have ever bought. 10/10 would recommend!!!! Great gift idea.,Absolutely the best thing I have ever bought. 10/1,5.0,False,1632671725,1,fake
REVIEWER_00095,ASIN_7971,Incredible product. Customer support was also very helpful.,Incredible product. Customer support was also very,5.0,True,1634488639,0,positive
REVIEWER_00096,ASIN_4155,Mediocre quality but acceptable for the price point. Would buy again.,Mediocre quality but acceptable for the price poin,3.0,True,1620047232,0,neutral
REVIEWER_00097,ASIN_9595,Love this product! It has made my daily routine so much easier. Good value.,Love this product! It has made my daily routine so,4.0,True,1629484174,0,positive
REVIEWER_00098,ASIN_1231,Great quality item. Very happy with my purchase. Highly recommended! Would buy again.,Great quality item. Very happy with my purchase. H,4.0,True,1633216358,0,positive
REVIEWER_00099,ASIN_3068,Works as described. Nothing exceptional though.,Works as described. Nothing exceptional though.,3.0,True,1630862553,0,neutral
REVIEWER_00100,ASIN_8690,Material is not as advertised. Feels very flimsy and fragile.,Material is not as advertised. Feels very flimsy a,1.0,True,1625522183,0,quality
REVIEWER_00101,ASIN_2070,Arrived damaged and customer service was useless. Never buying again. Recommend to friends.,Arrived damaged and customer service was useless. ,1.0,True,1622904710,0,negative
REVIEWER_00102,ASIN_2395,Do not buy this. It broke immediately and smells strange. Very useful item.,Do not buy this. It broke immediately and smells s,1.0,True,1617787106,0,negative
REVIEWER_00103,ASIN_8253,Fantastic! Works like a charm. Great value for money.,Fantastic! Works like a charm. Great value for mon,4.0,True,1619436715,0,positive
REVIEWER_00104,ASIN_2625,Material is not as advertised. Feels very flimsy and fragile.,Material is not as advertised. Feels very flimsy a,2.0,True,1635052410,0,quality
REVIEWER_00105,ASIN_3847,"Perfect product, exactly as described. Will definitely buy again.","Perfect product, exactly as described. Will defini",5.0,True,1627980986,0,positive
REVIEWER_00106,ASIN_5771,This product is absolutely amazing! Works perfectly and arrived on time.,This product is absolutely amazing! Works perfectl,5.0,True,1610554411,0,positive
REVIEWER_00107,ASIN_4241,Outstanding quality. My family loves it. Five stars all the way! Great gift idea.,Outstanding quality. My family loves it. Five star,5.0,True,1623724496,0,positive
REVIEWER_00108,ASIN_2169,"Perfect product, exactly as described. Will definitely buy again.","Perfect product, exactly as described. Will defini",4.0,True,1611460320,0,positive
REVIEWER_00109,ASIN_5982,Outstanding quality. My family loves it. Five stars all the way!,Outstanding quality. My family loves it. Five star,5.0,True,1632938366,0,positive
REVIEWER_00110,ASIN_8078,Late delivery and the item was defective. Extremely frustrating.,Late delivery and the item was defective. Extremel,2.0,True,1634106068,0,negative
REVIEWER_00111,ASIN_1339,Late delivery and the item was defective. Extremely frustrating. Good value.,Late delivery and the item was defective. Extremel,1.0,True,1635120300,0,negative
REVIEWER_00112,ASIN_3870,Great great great great great! Totally love it so much!!,Great great great great great! Totally love it so ,5.0,False,1625246587,1,fake
REVIEWER_00113,ASIN_9056,Neither impressed nor disappointed. Just an ordinary product. Very useful item.,Neither impressed nor disappointed. Just an ordina,3.0,True,1612520787,0,neutral
REVIEWER_00114,ASIN_3634,Awful product. Complete waste of money. Zero stars if I could.,Awful product. Complete waste of money. Zero stars,2.0,True,1620525574,0,negative
REVIEWER_00115,ASIN_1601,Horrible experience. Wrong item shipped and no resolution offered.,Horrible experience. Wrong item shipped and no res,2.0,True,1624720625,0,negative
REVIEWER_00116,ASIN_1018,Outstanding quality. My family loves it. Five stars all the way! Recommend to friends.,Outstanding quality. My family loves it. Five star,5.0,True,1631526620,0,positive
REVIEWER_00117,ASIN_9167,Material is not as advertised. Feels very flimsy and fragile. Very useful item.,Material is not as advertised. Feels very flimsy a,2.0,True,1630444435,0,quality
REVIEWER_00118,ASIN_8178,Terrible quality. Broke after just two days. Total waste of money. Great gift idea.,Terrible quality. Broke after just two days. Total,1.0,True,1639015507,0,negative
REVIEWER_00119,ASIN_4920,Best product ever! Amazing! Buy now! You will love it! Five stars!,Best product ever! Amazing! Buy now! You will love,5.0,False,1633275559,1,fake
REVIEWER_00120,ASIN_2858,Love this product! It has made my daily routine so much easier.,Love this product! It has made my daily routine so,4.0,True,1624942821,0,positive
REVIEWER_00121,ASIN_5479,Paint chipped off after one use. Very poor manufacturing.,Paint chipped off after one use. Very poor manufac,2.0,True,1623400742,0,quality
REVIEWER_00122,ASIN_4122,Item arrived damaged due to bad packaging during shipping.,Item arrived damaged due to bad packaging during s,1.0,True,1640391962,0,delivery
REVIEWER_00123,ASIN_9318,Decent enough. Delivery was on time but the item is just average. Recommend to friends.,Decent enough. Delivery was on time but the item i,3.0,True,1618424026,0,neutral
REVIEWER_00124,ASIN_9022,Delivery was delayed by ten days. Very poor logistics.,Delivery was delayed by ten days. Very poor logist,2.0,True,1638492527,0,delivery
REVIEWER_00125,ASIN_9903,Love this product! It has made my daily routine so much easier.,Love this product! It has made my daily routine so,5.0,True,1622116269,0,positive
REVIEWER_00126,ASIN_7274,This is garbage. Stopped working after a week. Requesting refund.,This is garbage. Stopped working after a week. Req,1.0,True,1617296255,0,negative
REVIEWER_00127,ASIN_7246,Material is not as advertised. Feels very flimsy and fragile.,Material is not as advertised. Feels very flimsy a,1.0,True,1622413853,0,quality
REVIEWER_00128,ASIN_6439,Contacted support five times with no resolution whatsoever.,Contacted support five times with no resolution wh,2.0,True,1638641500,0,service
REVIEWER_00129,ASIN_3361,Really impressed with the build quality. Delivery was super fast.,Really impressed with the build quality. Delivery ,4.0,True,1623215799,0,positive
REVIEWER_00130,ASIN_6546,Paint chipped off after one use. Very poor manufacturing.,Paint chipped off after one use. Very poor manufac,1.0,True,1630372315,0,quality
REVIEWER_00131,ASIN_9742,Best product ever! Amazing! Buy now! You will love it! Five stars!,Best product ever! Amazing! Buy now! You will love,5.0,False,1622210199,1,fake
REVIEWER_00132,ASIN_5708,Customer care is rude and unhelpful. Will never shop here again.,Customer care is rude and unhelpful. Will never sh,1.0,True,1617092372,0,service
REVIEWER_00133,ASIN_2646,Absolutely the best thing I have ever bought. 10/10 would recommend!!!!,Absolutely the best thing I have ever bought. 10/1,5.0,False,1624346581,1,fake
REVIEWER_00134,ASIN_7141,Outstanding quality. My family loves it. Five stars all the way! Bought for my wife.,Outstanding quality. My family loves it. Five star,4.0,True,1623910650,0,positive
REVIEWER_00135,ASIN_3785,Love this product! It has made my daily routine so much easier.,Love this product! It has made my daily routine so,5.0,True,1615333552,0,positive
REVIEWER_00136,ASIN_4804,Fantastic! Works like a charm. Great value for money.,Fantastic! Works like a charm. Great value for mon,4.0,True,1624932823,0,positive
REVIEWER_00137,ASIN_8622,Neither impressed nor disappointed. Just an ordinary product.,Neither impressed nor disappointed. Just an ordina,3.0,True,1639698770,0,neutral
REVIEWER_00138,ASIN_5901,Love this product! It has made my daily routine so much easier. Would buy again.,Love this product! It has made my daily routine so,4.0,True,1630898425,0,positive
REVIEWER_00139,ASIN_7302,Return process is a nightmare. They keep asking for more documents.,Return process is a nightmare. They keep asking fo,2.0,True,1638092386,0,service
REVIEWER_00140,ASIN_5837,Poor quality materials. Falls apart easily. Do not buy.,Poor quality materials. Falls apart easily. Do not,2.0,True,1610195370,0,negative
REVIEWER_00141,ASIN_1803,Customer care is rude and unhelpful. Will never shop here again. Good value.,Customer care is rude and unhelpful. Will never sh,2.0,True,1640014434,0,service
REVIEWER_00142,ASIN_6772,Neither impressed nor disappointed. Just an ordinary product.,Neither impressed nor disappointed. Just an ordina,3.0,True,1616807772,0,neutral
REVIEWER_00143,ASIN_1645,Works as described. Nothing exceptional though.,Works as described. Nothing exceptional though.,3.0,True,1619825267,0,neutral
REVIEWER_00144,ASIN_5835,Package arrived three weeks late. Completely unacceptable.,Package arrived three weeks late. Completely unacc,2.0,True,1620422074,0,delivery
REVIEWER_00145,ASIN_6994,PERFECT PERFECT PERFECT!! Everyone should buy this immediately!!! Very useful item.,PERFECT PERFECT PERFECT!! Everyone should buy this,5.0,False,1627271649,1,fake
REVIEWER_00146,ASIN_5835,Works as described. Nothing exceptional though. Recommend to friends.,Works as described. Nothing exceptional though. Re,3.0,True,1634509574,0,neutral
REVIEWER_00147,ASIN_4696,The product feels very cheap. Material is low quality plastic.,The product feels very cheap. Material is low qual,2.0,True,1638320729,0,quality
REVIEWER_00148,ASIN_1228,Absolutely the best thing I have ever bought. 10/10 would recommend!!!! Recommend to friends.,Absolutely the best thing I have ever bought. 10/1,5.0,False,1618332957,1,fake
REVIEWER_00149,ASIN_7242,Neither impressed nor disappointed. Just an ordinary product.,Neither impressed nor disappointed. Just an ordina,3.0,True,1637054945,0,neutral
REVIEWER_00150,ASIN_6374,Mediocre quality but acceptable for the price point.,Mediocre quality but acceptable for the price poin,3.0,True,1640170092,0,neutral
REVIEWER_00151,ASIN_7689,"Average product. Some things work well, others not so much.","Average product. Some things work well, others not",3.0,True,1613374194,0,neutral
REVIEWER_00152,ASIN_4846,This product is absolutely amazing! Works perfectly and arrived on time.,This product is absolutely amazing! Works perfectl,5.0,True,1639230682,0,positive
REVIEWER_00153,ASIN_9850,"Does the job, but there are probably better options available.","Does the job, but there are probably better option",3.0,True,1623522760,0,neutral
REVIEWER_00154,ASIN_7686,Decent enough. Delivery was on time but the item is just average.,Decent enough. Delivery was on time but the item i,3.0,True,1640968592,0,neutral
REVIEWER_00155,ASIN_6942,Customer service refused to process my refund. Horrible experience. Recommend to friends.,Customer service refused to process my refund. Hor,2.0,True,1612792987,0,service
REVIEWER_00156,ASIN_3001,Return process is a nightmare. They keep asking for more documents. Would buy again.,Return process is a nightmare. They keep asking fo,2.0,True,1637914471,0,service
REVIEWER_00157,ASIN_1349,Package arrived three weeks late. Completely unacceptable.,Package arrived three weeks late. Completely unacc,1.0,True,1611156333,0,delivery
REVIEWER_00158,ASIN_4394,Shipping took forever. My order was stuck in transit for two weeks.,Shipping took forever. My order was stuck in trans,1.0,True,1629134951,0,delivery
REVIEWER_00159,ASIN_1046,"Perfect product, exactly as described. Will definitely buy again.","Perfect product, exactly as described. Will defini",5.0,True,1618762999,0,positive
REVIEWER_00160,ASIN_2801,Paint chipped off after one use. Very poor manufacturing.,Paint chipped off after one use. Very poor manufac,1.0,True,1631640613,0,quality
REVIEWER_00161,ASIN_6304,Paint chipped off after one use. Very poor manufacturing.,Paint chipped off after one use. Very poor manufac,1.0,True,1609988725,0,quality
REVIEWER_00162,ASIN_2041,This product is absolutely amazing! Works perfectly and arrived on time.,This product is absolutely amazing! Works perfectl,4.0,True,1625439362,0,positive
REVIEWER_00163,ASIN_1710,This is garbage. Stopped working after a week. Requesting refund.,This is garbage. Stopped working after a week. Req,1.0,True,1633861425,0,negative
REVIEWER_00164,ASIN_1996,The courier lost my package and it arrived two weeks after expected.,The courier lost my package and it arrived two wee,2.0,True,1625531165,0,delivery
REVIEWER_00165,ASIN_2204,Item arrived damaged due to bad packaging during shipping.,Item arrived damaged due to bad packaging during s,1.0,True,1639633585,0,delivery
REVIEWER_00166,ASIN_9984,Incredible product. Customer support was also very helpful. Would buy again.,Incredible product. Customer support was also very,4.0,True,1633355082,0,positive
REVIEWER_00167,ASIN_2624,Do not buy this. It broke immediately and smells strange.,Do not buy this. It broke immediately and smells s,2.0,True,1636071088,0,negative
REVIEWER_00168,ASIN_4743,Wonderful wonderful! Best purchase ever! Amazing quality amazing price!,Wonderful wonderful! Best purchase ever! Amazing q,5.0,False,1623344479,1,fake
REVIEWER_00169,ASIN_7992,Horrible experience. Wrong item shipped and no resolution offered.,Horrible experience. Wrong item shipped and no res,2.0,True,1619945750,0,negative
REVIEWER_00170,ASIN_8770,Great great great great great! Totally love it so much!!,Great great great great great! Totally love it so ,5.0,False,1611711820,1,fake
REVIEWER_00171,ASIN_7105,Great quality item. Very happy with my purchase. Highly recommended!,Great quality item. Very happy with my purchase. H,4.0,True,1636697657,0,positive
REVIEWER_00172,ASIN_7929,This product is absolutely amazing! Works perfectly and arrived on time.,This product is absolutely amazing! Works perfectl,5.0,True,1638587538,0,positive
REVIEWER_00173,ASIN_9313,The product feels very cheap. Material is low quality plastic.,The product feels very cheap. Material is low qual,2.0,True,1616597529,0,quality
REVIEWER_00174,ASIN_7022,Really impressed with the build quality. Delivery was super fast.,Really impressed with the build quality. Delivery ,4.0,True,1613314111,0,positive
REVIEWER_00175,ASIN_1430,The courier lost my package and it arrived two weeks after expected.,The courier lost my package and it arrived two wee,1.0,True,1629893678,0,delivery
REVIEWER_00176,ASIN_6567,The stitching fell apart within a week. Terrible quality control. Good value.,The stitching fell apart within a week. Terrible q,1.0,True,1621237591,0,quality
REVIEWER_00177,ASIN_1502,Exceeded my expectations. Fast shipping and excellent packaging. Good value.,Exceeded my expectations. Fast shipping and excell,5.0,True,1612538076,0,positive
REVIEWER_00178,ASIN_6585,PERFECT PERFECT PERFECT!! Everyone should buy this immediately!!!,PERFECT PERFECT PERFECT!! Everyone should buy this,5.0,False,1614740978,1,fake
REVIEWER_00179,ASIN_1815,This is garbage. Stopped working after a week. Requesting refund.,This is garbage. Stopped working after a week. Req,1.0,True,1632073837,0,negative
REVIEWER_00180,ASIN_5475,Really impressed with the build quality. Delivery was super fast.,Really impressed with the build quality. Delivery ,5.0,True,1616692494,0,positive
REVIEWER_00181,ASIN_8972,Package arrived three weeks late. Completely unacceptable.,Package arrived three weeks late. Completely unacc,2.0,True,1627140174,0,delivery
